model_name,image_name,objects,avg_image
SSD_ResNet152_V1_FPN_640x640_(RetinaNet152),Dogs_636,"{'bench': 8, 'traffic light': 3, 'bird': 3, 'tie': 2, 'cat': 1, 'chair': 1, 'book': 1, 'dog': 1}",13.686922645568847
SSD_ResNet152_V1_FPN_640x640_(RetinaNet152),Dogs_397,"{'book': 9, 'person': 3, 'bench': 1}",13.49359917640686
SSD_ResNet152_V1_FPN_640x640_(RetinaNet152),Naxos Taverna_1024,"{'bus': 4, 'bench': 4, 'potted plant': 2, 'car': 2, 'truck': 2, 'carrot': 2, 'skateboard': 1, 'cat': 1, 'suitcase': 1, 'book': 1}",13.560097694396973
SSD_ResNet152_V1_FPN_640x640_(RetinaNet152),Naxos Taverna_426,"{'book': 19, 'laptop': 1}",13.398725891113282
SSD_ResNet152_V1_FPN_640x640_(RetinaNet152),Beatles_1800,"{'book': 8, 'bench': 7, 'refrigerator': 1, 'bottle': 1, 'chair': 1, 'clock': 1, 'person': 1}",13.447966814041138
SSD_ResNet152_V1_FPN_640x640_(RetinaNet152),Beatles_640,"{'tv': 1, 'book': 1, 'traffic light': 1, 'laptop': 1}",13.480856466293336
SSD_ResNet152_V1_FPN_640x640_(RetinaNet152),Phones_768,"{'bench': 7, 'book': 6, 'clock': 4, 'tv': 1, 'cell phone': 1, 'person': 1}",13.571849393844605
SSD_ResNet152_V1_FPN_640x640_(RetinaNet152),Phones_480,"{'book': 3, 'traffic light': 2, 'tv': 2, 'clock': 1}",13.576723003387452
SSD_ResNet152_V1_FPN_640x640_(RetinaNet152),Birds_2951,"{'bird': 11, 'boat': 2, 'clock': 1, 'airplane': 1, 'bench': 1, 'tie': 1, 'surfboard': 1, 'cat': 1, 'cake': 1}",13.816220808029176
SSD_ResNet152_V1_FPN_640x640_(RetinaNet152),Birds_640,"{'traffic light': 3, 'book': 2, 'suitcase': 1, 'tv': 1, 'refrigerator': 1}",13.556744194030761
SSD_ResNet152_V1_FPN_1024x1024_(RetinaNet152),Beach_900,{'traffic light': 2},33.81974081993103
SSD_ResNet152_V1_FPN_1024x1024_(RetinaNet152),Beach_426,{'person': 1},33.26551856994629
SSD_ResNet152_V1_FPN_1024x1024_(RetinaNet152),Dogs_636,"{'bench': 12, 'dog': 2, 'cat': 2, 'train': 1, 'traffic light': 1, 'person': 1, 'bird': 1}",33.50342974662781
SSD_ResNet152_V1_FPN_1024x1024_(RetinaNet152),Dogs_397,"{'sports ball': 14, 'person': 2, 'train': 1, 'traffic light': 1}",33.444129657745364
SSD_ResNet152_V1_FPN_1024x1024_(RetinaNet152),Naxos Taverna_1024,"{'traffic light': 3, 'sports ball': 2, 'bench': 1, 'bus': 1, 'book': 1, 'tv': 1}",33.33449735641479
SSD_ResNet152_V1_FPN_1024x1024_(RetinaNet152),Naxos Taverna_426,"{'bench': 16, 'truck': 2, 'train': 1, 'bus': 1}",34.14711236953735
SSD_ResNet152_V1_FPN_1024x1024_(RetinaNet152),Beatles_1800,"{'sports ball': 15, 'bench': 3, 'book': 1, 'oven': 1}",33.50920944213867
SSD_ResNet152_V1_FPN_1024x1024_(RetinaNet152),Beatles_640,"{'bottle': 1, 'truck': 1, 'bench': 1}",33.15523962974548
SSD_ResNet152_V1_FPN_1024x1024_(RetinaNet152),Phones_768,"{'cell phone': 1, 'train': 1, 'clock': 1, 'truck': 1, 'person': 1, 'bus': 1, 'bench': 1}",33.331757402420045
SSD_ResNet152_V1_FPN_1024x1024_(RetinaNet152),Phones_480,"{'tv': 1, 'truck': 1}",33.30523128509522
SSD_ResNet152_V1_FPN_1024x1024_(RetinaNet152),Birds_2951,"{'boat': 12, 'bird': 5, 'bench': 2, 'sports ball': 1}",33.44983539581299
SSD_ResNet152_V1_FPN_1024x1024_(RetinaNet152),Birds_640,"{'train': 2, 'stop sign': 1, 'bicycle': 1}",33.30305519104004
Faster_R-CNN_ResNet50_V1_640x640,Beach_900,"{'traffic light': 1, 'pizza': 1}",11.964687633514405
Faster_R-CNN_ResNet50_V1_640x640,Beach_426,{},11.887647104263305
Faster_R-CNN_ResNet50_V1_640x640,Dogs_636,"{'book': 3, 'person': 1, 'bus': 1}",11.956663703918457
Faster_R-CNN_ResNet50_V1_640x640,Dogs_397,"{'tv': 1, 'book': 1, 'train': 1}",11.916970014572144
Faster_R-CNN_ResNet50_V1_640x640,Naxos Taverna_1024,"{'bus': 4, 'bench': 2, 'chair': 1}",11.937076568603516
Faster_R-CNN_ResNet50_V1_640x640,Naxos Taverna_426,"{'bench': 2, 'tv': 1}",11.915378189086914
Faster_R-CNN_ResNet50_V1_640x640,Beatles_1800,"{'refrigerator': 1, 'book': 1, 'traffic light': 1, 'chair': 1}",12.149477195739745
Faster_R-CNN_ResNet50_V1_640x640,Beatles_640,{},11.86749496459961
Faster_R-CNN_ResNet50_V1_640x640,Phones_768,"{'book': 2, 'traffic light': 1, 'refrigerator': 1, 'bench': 1, 'tv': 1}",11.927760410308839
Faster_R-CNN_ResNet50_V1_640x640,Phones_480,"{'clock': 2, 'tv': 1, 'book': 1}",11.866737461090088
Faster_R-CNN_ResNet50_V1_640x640,Birds_2951,"{'book': 1, 'tv': 1}",12.064411306381226
Faster_R-CNN_ResNet50_V1_640x640,Birds_640,"{'book': 1, 'bus': 1}",11.928853464126586
Faster_R-CNN_ResNet50_V1_1024x1024,Beach_900,{'bed': 1},17.145656728744505
Faster_R-CNN_ResNet50_V1_1024x1024,Beach_426,{'dog': 2},17.170043754577637
Faster_R-CNN_ResNet50_V1_1024x1024,Dogs_636,"{'dog': 2, 'bird': 2, 'surfboard': 1, 'bench': 1, 'scissors': 1}",17.235790729522705
Faster_R-CNN_ResNet50_V1_1024x1024,Dogs_397,{},17.08234567642212
Faster_R-CNN_ResNet50_V1_1024x1024,Naxos Taverna_1024,"{'person': 3, 'bird': 1}",17.20557827949524
Faster_R-CNN_ResNet50_V1_1024x1024,Naxos Taverna_426,{'bench': 8},17.123125886917116
Faster_R-CNN_ResNet50_V1_1024x1024,Beatles_1800,"{'skis': 1, 'train': 1}",17.10224061012268
Faster_R-CNN_ResNet50_V1_1024x1024,Beatles_640,{'tv': 1},17.143802833557128
Faster_R-CNN_ResNet50_V1_1024x1024,Phones_768,"{'person': 3, 'cell phone': 1, 'remote': 1, 'clock': 1, 'scissors': 1, 'train': 1}",17.19780659675598
Faster_R-CNN_ResNet50_V1_1024x1024,Phones_480,"{'person': 3, 'book': 1}",17.168261528015137
Faster_R-CNN_ResNet50_V1_1024x1024,Birds_2951,"{'bird': 13, 'dog': 2}",17.400576210021974
Faster_R-CNN_ResNet50_V1_1024x1024,Birds_640,{'bench': 1},17.170082807540894
Faster_R-CNN_ResNet50_V1_800x1333,Beach_900,{'bench': 2},20.70472741127014
Faster_R-CNN_ResNet50_V1_800x1333,Beach_426,"{'bench': 2, 'person': 2, 'cat': 1, 'pizza': 1}",20.642115831375122
Faster_R-CNN_ResNet50_V1_800x1333,Dogs_636,"{'dog': 7, 'book': 5, 'surfboard': 2, 'train': 1, 'bird': 1, 'horse': 1, 'skis': 1, 'truck': 1, 'cat': 1}",20.992964029312134
Faster_R-CNN_ResNet50_V1_800x1333,Dogs_397,"{'surfboard': 9, 'book': 3}",20.573857736587524
Faster_R-CNN_ResNet50_V1_800x1333,Naxos Taverna_1024,"{'bench': 3, 'person': 3, 'train': 2, 'bird': 1, 'dog': 1, 'clock': 1}",20.450132608413696
Faster_R-CNN_ResNet50_V1_800x1333,Naxos Taverna_426,"{'bench': 18, 'chair': 1, 'person': 1}",20.637345361709595
Faster_R-CNN_ResNet50_V1_800x1333,Beatles_1800,"{'book': 3, 'train': 1, 'bus': 1}",20.511213779449463
Faster_R-CNN_ResNet50_V1_800x1333,Beatles_640,"{'book': 1, 'bottle': 1}",20.574317121505736
Faster_R-CNN_ResNet50_V1_800x1333,Phones_768,"{'person': 5, 'book': 3, 'traffic light': 1, 'chair': 1, 'cell phone': 1}",20.92382616996765
Faster_R-CNN_ResNet50_V1_800x1333,Phones_480,"{'chair': 1, 'person': 1, 'tv': 1}",20.90423741340637
Faster_R-CNN_ResNet50_V1_800x1333,Birds_2951,"{'bird': 3, 'dog': 2, 'bench': 2, 'chair': 1, 'banana': 1, 'bed': 1}",20.699341535568237
Faster_R-CNN_ResNet50_V1_800x1333,Birds_640,"{'cat': 2, 'potted plant': 1, 'book': 1, 'train': 1, 'bench': 1, 'dog': 1}",20.537617444992065
Faster_R-CNN_ResNet101_V1_640x640,Beach_900,{},14.57308554649353
Faster_R-CNN_ResNet101_V1_640x640,Beach_426,{'bench': 1},14.562334442138672
Faster_R-CNN_ResNet101_V1_640x640,Dogs_636,"{'bench': 5, 'bus': 3, 'train': 1, 'cat': 1, 'dog': 1}",14.62227201461792
Faster_R-CNN_ResNet101_V1_640x640,Dogs_397,"{'bench': 3, 'surfboard': 1}",14.784653854370116
Faster_R-CNN_ResNet101_V1_640x640,Naxos Taverna_1024,"{'bus': 6, 'bench': 1, 'traffic light': 1, 'car': 1}",14.61065731048584
Faster_R-CNN_ResNet101_V1_640x640,Naxos Taverna_426,"{'tv': 2, 'train': 1}",14.555332565307618
Faster_R-CNN_ResNet101_V1_640x640,Beatles_1800,"{'traffic light': 1, 'train': 1, 'tv': 1, 'refrigerator': 1, 'book': 1, 'person': 1}",14.655110359191895
Faster_R-CNN_ResNet101_V1_640x640,Beatles_640,{'tv': 2},14.606891059875489
Faster_R-CNN_ResNet101_V1_640x640,Phones_768,"{'bench': 1, 'traffic light': 1, 'tv': 1, 'bird': 1}",14.583946466445923
Faster_R-CNN_ResNet101_V1_640x640,Phones_480,{},14.607480716705322
Faster_R-CNN_ResNet101_V1_640x640,Birds_2951,{'bird': 1},14.765495491027831
Faster_R-CNN_ResNet101_V1_640x640,Birds_640,"{'traffic light': 1, 'tv': 1}",14.5984601020813
Faster_R-CNN_ResNet101_V1_1024x1024,Beach_900,{},23.79420518875122
Faster_R-CNN_ResNet101_V1_1024x1024,Beach_426,{},23.684804058074953
Faster_R-CNN_ResNet101_V1_1024x1024,Dogs_636,"{'surfboard': 2, 'train': 2, 'dog': 1, 'cat': 1, 'book': 1, 'refrigerator': 1, 'person': 1}",23.750105571746825
Faster_R-CNN_ResNet101_V1_1024x1024,Dogs_397,"{'surfboard': 3, 'truck': 1, 'person': 1}",23.792265605926513
Faster_R-CNN_ResNet101_V1_1024x1024,Naxos Taverna_1024,{},23.74879412651062
Faster_R-CNN_ResNet101_V1_1024x1024,Naxos Taverna_426,"{'tv': 1, 'bench': 1, 'train': 1}",23.68649911880493
Faster_R-CNN_ResNet101_V1_1024x1024,Beatles_1800,"{'bench': 1, 'bird': 1, 'person': 1, 'dog': 1}",23.610864639282227
Faster_R-CNN_ResNet101_V1_1024x1024,Beatles_640,{'tv': 1},23.659033250808715
Faster_R-CNN_ResNet101_V1_1024x1024,Phones_768,"{'book': 3, 'cell phone': 2, 'chair': 1, 'remote': 1, 'bird': 1, 'dog': 1}",23.743534326553345
Faster_R-CNN_ResNet101_V1_1024x1024,Phones_480,"{'remote': 1, 'cell phone': 1}",23.69722228050232
Faster_R-CNN_ResNet101_V1_1024x1024,Birds_2951,{'bench': 1},23.855540084838868
Faster_R-CNN_ResNet101_V1_1024x1024,Birds_640,"{'tv': 1, 'bench': 1}",23.717912912368774
Faster_R-CNN_ResNet101_V1_800x1333,Beach_900,{'book': 2},32.15874662399292
Faster_R-CNN_ResNet101_V1_800x1333,Beach_426,{},32.63171310424805
Faster_R-CNN_ResNet101_V1_800x1333,Dogs_636,"{'train': 3, 'bench': 2, 'cat': 1, 'dog': 1}",31.942754983901978
Faster_R-CNN_ResNet101_V1_800x1333,Dogs_397,{'surfboard': 2},31.80355668067932
Faster_R-CNN_ResNet101_V1_800x1333,Naxos Taverna_1024,"{'bird': 1, 'person': 1}",32.39405374526977
Faster_R-CNN_ResNet101_V1_800x1333,Naxos Taverna_426,"{'bench': 3, 'book': 1}",32.15176525115967
Faster_R-CNN_ResNet101_V1_800x1333,Beatles_1800,"{'book': 4, 'person': 2}",31.719859886169434
Faster_R-CNN_ResNet101_V1_800x1333,Beatles_640,{'book': 1},31.752214622497558
Faster_R-CNN_ResNet101_V1_800x1333,Phones_768,"{'book': 2, 'chair': 1, 'cell phone': 1, 'person': 1, 'bench': 1}",31.909604787826538
Faster_R-CNN_ResNet101_V1_800x1333,Phones_480,"{'book': 2, 'remote': 1, 'cell phone': 1}",31.764679145812988
Faster_R-CNN_ResNet101_V1_800x1333,Birds_2951,"{'bird': 2, 'dog': 1, 'chair': 1, 'horse': 1}",32.00201854705811
Faster_R-CNN_ResNet101_V1_800x1333,Birds_640,"{'train': 1, 'bench': 1}",32.38001699447632
Faster_R-CNN_ResNet152_V1_640x640,Beach_900,{},17.376838874816894
Faster_R-CNN_ResNet152_V1_640x640,Beach_426,{},17.30709056854248
Faster_R-CNN_ResNet152_V1_640x640,Dogs_636,"{'bench': 1, 'train': 1, 'person': 1, 'bus': 1}",17.312730598449708
Faster_R-CNN_ResNet152_V1_640x640,Dogs_397,{'book': 1},17.348346138000487
Faster_R-CNN_ResNet152_V1_640x640,Naxos Taverna_1024,{},17.366536140441895
Faster_R-CNN_ResNet152_V1_640x640,Naxos Taverna_426,"{'tv': 1, 'bench': 1, 'book': 1, 'train': 1, 'bus': 1}",17.332285737991334
Faster_R-CNN_ResNet152_V1_640x640,Beatles_1800,{},17.396828365325927
Faster_R-CNN_ResNet152_V1_640x640,Beatles_640,{},17.371125793457033
Faster_R-CNN_ResNet152_V1_640x640,Phones_768,"{'traffic light': 1, 'tv': 1}",17.283629369735717
Faster_R-CNN_ResNet152_V1_640x640,Phones_480,{},17.296681261062623
Faster_R-CNN_ResNet152_V1_640x640,Birds_2951,"{'sports ball': 1, 'dog': 1}",17.522786808013915
Faster_R-CNN_ResNet152_V1_640x640,Birds_640,"{'tv': 1, 'book': 1}",17.36930031776428
Faster_R-CNN_ResNet152_V1_1024x1024,Beach_900,{'tv': 1},30.577196073532104
Faster_R-CNN_ResNet152_V1_1024x1024,Beach_426,{},30.53816885948181
Faster_R-CNN_ResNet152_V1_1024x1024,Dogs_636,"{'surfboard': 10, 'cat': 1, 'book': 1, 'horse': 1, 'train': 1, 'dog': 1}",30.592202568054198
Faster_R-CNN_ResNet152_V1_1024x1024,Dogs_397,"{'surfboard': 2, 'book': 1, 'cell phone': 1, 'bus': 1}",30.56320991516113
Faster_R-CNN_ResNet152_V1_1024x1024,Naxos Taverna_1024,"{'tv': 1, 'book': 1, 'person': 1}",30.742956352233886
Faster_R-CNN_ResNet152_V1_1024x1024,Naxos Taverna_426,"{'cell phone': 1, 'tv': 1, 'bench': 1, 'laptop': 1, 'bus': 1}",30.582730197906493
Faster_R-CNN_ResNet152_V1_1024x1024,Beatles_1800,"{'cell phone': 1, 'laptop': 1, 'book': 1}",30.487618255615235
Faster_R-CNN_ResNet152_V1_1024x1024,Beatles_640,"{'laptop': 1, 'cell phone': 1, 'bus': 1, 'tv': 1}",30.47762041091919
Faster_R-CNN_ResNet152_V1_1024x1024,Phones_768,"{'cell phone': 2, 'book': 1, 'remote': 1, 'train': 1}",30.595956087112427
Faster_R-CNN_ResNet152_V1_1024x1024,Phones_480,"{'cell phone': 2, 'book': 1}",30.489714670181275
Faster_R-CNN_ResNet152_V1_1024x1024,Birds_2951,{'bench': 1},30.84422402381897
Faster_R-CNN_ResNet152_V1_1024x1024,Birds_640,"{'bus': 1, 'cell phone': 1}",30.505002784729005
Faster_R-CNN_ResNet152_V1_800x1333,Beach_900,{'bench': 1},43.51273398399353
Faster_R-CNN_ResNet152_V1_800x1333,Beach_426,{},45.53319902420044
Faster_R-CNN_ResNet152_V1_800x1333,Dogs_636,"{'cat': 1, 'dog': 1, 'bench': 1}",43.62190494537354
Faster_R-CNN_ResNet152_V1_800x1333,Dogs_397,{'surfboard': 5},43.50505709648132
Faster_R-CNN_ResNet152_V1_800x1333,Naxos Taverna_1024,"{'bus': 1, 'potted plant': 1, 'person': 1}",43.754964876174924
Faster_R-CNN_ResNet152_V1_800x1333,Naxos Taverna_426,"{'train': 5, 'tv': 1}",43.8734411239624
Faster_R-CNN_ResNet152_V1_800x1333,Beatles_1800,"{'book': 5, 'train': 1, 'refrigerator': 1}",44.50026264190674
Faster_R-CNN_ResNet152_V1_800x1333,Beatles_640,"{'book': 2, 'tv': 1, 'person': 1}",44.56244163513183
Faster_R-CNN_ResNet152_V1_800x1333,Phones_768,{'tv': 1},43.32952299118042
Faster_R-CNN_ResNet152_V1_800x1333,Phones_480,{'traffic light': 1},43.5375834941864
Faster_R-CNN_ResNet152_V1_800x1333,Birds_2951,"{'boat': 8, 'bird': 2, 'bed': 1, 'train': 1, 'car': 1, 'bench': 1}",43.86476702690125
Faster_R-CNN_ResNet152_V1_800x1333,Birds_640,"{'train': 1, 'tv': 1}",44.01375050544739
Faster_R-CNN_Inception_ResNet_V2_640x640,Beach_900,{'bench': 1},73.89172787666321
Faster_R-CNN_Inception_ResNet_V2_640x640,Beach_426,{'book': 2},73.49774289131165
Faster_R-CNN_Inception_ResNet_V2_640x640,Dogs_636,"{'book': 1, 'bench': 1, 'cat': 1}",73.46700043678284
Faster_R-CNN_Inception_ResNet_V2_640x640,Dogs_397,{'book': 20},73.59791040420532
Faster_R-CNN_Inception_ResNet_V2_640x640,Naxos Taverna_1024,"{'cell phone': 1, 'tv': 1, 'person': 1}",73.69127531051636
Faster_R-CNN_Inception_ResNet_V2_640x640,Naxos Taverna_426,"{'train': 2, 'bus': 1, 'laptop': 1, 'tv': 1, 'book': 1}",73.79644503593445
Faster_R-CNN_Inception_ResNet_V2_640x640,Beatles_1800,"{'chair': 2, 'refrigerator': 1, 'cell phone': 1, 'bench': 1, 'tv': 1, 'book': 1, 'person': 1, 'laptop': 1}",73.53952460289001
Faster_R-CNN_Inception_ResNet_V2_640x640,Beatles_640,"{'book': 1, 'laptop': 1, 'cell phone': 1, 'tv': 1, 'refrigerator': 1, 'bench': 1}",73.935693359375
Faster_R-CNN_Inception_ResNet_V2_640x640,Phones_768,"{'cell phone': 4, 'book': 1, 'chair': 1, 'laptop': 1}",73.5389657497406
Faster_R-CNN_Inception_ResNet_V2_640x640,Phones_480,{'book': 4},73.86850843429565
Faster_R-CNN_Inception_ResNet_V2_640x640,Birds_2951,"{'bench': 3, 'refrigerator': 1, 'bird': 1, 'car': 1}",73.99627718925476
Faster_R-CNN_Inception_ResNet_V2_640x640,Birds_640,"{'book': 1, 'bus': 1, 'laptop': 1, 'refrigerator': 1, 'person': 1}",73.63789749145508
Faster_R-CNN_Inception_ResNet_V2_1024x1024,Beach_900,{'bench': 3},91.36596503257752
Faster_R-CNN_Inception_ResNet_V2_1024x1024,Beach_426,{'person': 2},91.6947340965271
Faster_R-CNN_Inception_ResNet_V2_1024x1024,Dogs_636,"{'car': 2, 'cat': 1, 'train': 1, 'dog': 1, 'person': 1, 'bench': 1}",91.32845072746277
Faster_R-CNN_Inception_ResNet_V2_1024x1024,Dogs_397,{},91.06224265098572
Faster_R-CNN_Inception_ResNet_V2_1024x1024,Naxos Taverna_1024,"{'traffic light': 2, 'car': 1}",92.55008134841918
Faster_R-CNN_Inception_ResNet_V2_1024x1024,Naxos Taverna_426,"{'bench': 7, 'train': 1}",90.5865936756134
Faster_R-CNN_Inception_ResNet_V2_1024x1024,Beatles_1800,{},90.86407403945923
Faster_R-CNN_Inception_ResNet_V2_1024x1024,Beatles_640,"{'book': 2, 'person': 1}",91.1572238445282
Faster_R-CNN_Inception_ResNet_V2_1024x1024,Phones_768,"{'cell phone': 2, 'train': 1, 'car': 1}",90.80468482971192
Faster_R-CNN_Inception_ResNet_V2_1024x1024,Phones_480,{},90.95198526382447
Faster_R-CNN_Inception_ResNet_V2_1024x1024,Birds_2951,{'refrigerator': 1},91.2976420879364
Faster_R-CNN_Inception_ResNet_V2_1024x1024,Birds_640,{'bench': 1},91.27301759719849
Mask_R-CNN_Inception_ResNet_V2_1024x1024,Beach_900,{},142.72449584007262
Mask_R-CNN_Inception_ResNet_V2_1024x1024,Beach_426,{},142.24825806617736
Mask_R-CNN_Inception_ResNet_V2_1024x1024,Dogs_636,"{'bench': 10, 'cat': 1, 'person': 1}",141.03160138130187
Mask_R-CNN_Inception_ResNet_V2_1024x1024,Dogs_397,"{'bench': 1, 'train': 1}",140.5346095085144
Mask_R-CNN_Inception_ResNet_V2_1024x1024,Naxos Taverna_1024,{},143.27307052612304
Mask_R-CNN_Inception_ResNet_V2_1024x1024,Naxos Taverna_426,"{'bench': 7, 'bus': 1}",140.04868083000184
Mask_R-CNN_Inception_ResNet_V2_1024x1024,Beatles_1800,"{'traffic light': 1, 'bus': 1}",140.21797456741334
Mask_R-CNN_Inception_ResNet_V2_1024x1024,Beatles_640,{'bench': 3},140.0372663974762
Mask_R-CNN_Inception_ResNet_V2_1024x1024,Phones_768,"{'cell phone': 2, 'train': 1, 'bus': 1, 'remote': 1, 'chair': 1}",143.0094843387604
Mask_R-CNN_Inception_ResNet_V2_1024x1024,Phones_480,"{'train': 1, 'bus': 1}",139.7760941505432
Mask_R-CNN_Inception_ResNet_V2_1024x1024,Birds_2951,"{'car': 1, 'truck': 1}",140.54486289024354
Mask_R-CNN_Inception_ResNet_V2_1024x1024,Birds_640,"{'bench': 4, 'book': 1}",140.8155496120453
